,class-label,cap-surface,cap-color,bruises,odor,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat
51,0,3,8,0,0,1,1,7,1,1,3,3,7,7,1,4,1,4,6
52,0,3,8,0,0,1,1,1,1,1,3,3,7,7,1,4,6,4,6
53,0,3,8,0,0,1,1,1,1,1,3,3,7,7,1,4,1,4,6
54,0,3,8,0,1,1,1,10,1,1,3,3,7,7,1,4,6,4,6
55,0,3,8,0,1,1,1,10,1,1,3,3,7,7,1,4,1,4,6
56,0,3,8,0,1,1,1,7,1,1,3,3,7,7,1,4,6,4,6
57,0,3,8,0,1,1,1,7,1,1,3,3,7,7,1,4,1,4,6
58,0,3,8,0,1,1,1,1,1,1,3,3,7,7,1,4,6,4,6
59,0,3,8,0,1,1,1,1,1,1,3,3,7,7,1,4,1,4,6
60,0,3,9,0,0,1,1,10,1,1,3,3,7,7,1,4,6,4,6
61,0,3,9,0,0,1,1,10,1,1,3,3,7,7,1,4,1,4,6
62,0,3,9,0,0,1,1,7,1,1,3,3,7,7,1,4,6,4,6
63,0,3,9,0,0,1,1,7,1,1,3,3,7,7,1,4,1,4,6
64,0,3,9,0,0,1,1,1,1,1,3,3,7,7,1,4,6,4,6
65,0,3,9,0,0,1,1,1,1,1,3,3,7,7,1,4,1,4,6
66,0,3,9,0,1,1,1,10,1,1,3,3,7,7,1,4,6,4,6
67,0,3,9,0,1,1,1,10,1,1,3,3,7,7,1,4,1,4,6
68,0,3,9,0,1,1,1,7,1,1,3,3,7,7,1,4,6,4,6
69,0,3,9,0,1,1,1,7,1,1,3,3,7,7,1,4,1,4,6
70,0,3,9,0,1,1,1,1,1,1,3,3,7,7,1,4,6,4,6
71,0,3,9,0,1,1,1,1,1,1,3,3,7,7,1,4,1,4,6
72,0,0,8,0,0,1,1,10,1,1,3,3,7,7,1,4,6,4,6
73,0,0,8,0,0,1,1,10,1,1,3,3,7,7,1,4,1,4,6
74,0,0,8,0,0,1,1,7,1,1,3,3,7,7,1,4,6,4,6
75,0,0,8,0,0,1,1,7,1,1,3,3,7,7,1,4,1,4,6
76,0,0,8,0,0,1,1,1,1,1,3,3,7,7,1,4,6,4,6
77,0,0,8,0,0,1,1,1,1,1,3,3,7,7,1,4,1,4,6
78,0,0,8,0,1,1,1,10,1,1,3,3,7,7,1,4,6,4,6
79,0,0,8,0,1,1,1,10,1,1,3,3,7,7,1,4,1,4,6
80,0,0,8,0,1,1,1,7,1,1,3,3,7,7,1,4,6,4,6
81,0,0,8,0,1,1,1,7,1,1,3,3,7,7,1,4,1,4,6
82,0,0,8,0,1,1,1,1,1,1,3,3,7,7,1,4,6,4,6
83,0,0,8,0,1,1,1,1,1,1,3,3,7,7,1,4,1,4,6
84,0,0,9,0,0,1,1,10,1,1,3,3,7,7,1,4,6,4,6
85,0,0,9,0,0,1,1,10,1,1,3,3,7,7,1,4,1,4,6
86,0,0,9,0,0,1,1,7,1,1,3,3,7,7,1,4,6,4,6
87,0,0,9,0,0,1,1,7,1,1,3,3,7,7,1,4,1,4,6
88,0,0,9,0,0,1,1,1,1,1,3,3,7,7,1,4,6,4,6
89,0,0,9,0,0,1,1,1,1,1,3,3,7,7,1,4,1,4,6
90,0,0,9,0,1,1,1,10,1,1,3,3,7,7,1,4,6,4,6
91,0,0,9,0,1,1,1,10,1,1,3,3,7,7,1,4,1,4,6
92,0,0,9,0,1,1,1,7,1,1,3,3,7,7,1,4,6,4,6
93,0,0,9,0,1,1,1,7,1,1,3,3,7,7,1,4,1,4,6
94,0,0,9,0,1,1,1,1,1,1,3,3,7,7,1,4,6,4,6
95,0,0,9,0,1,1,1,1,1,1,3,3,7,7,1,4,1,4,6
96,0,3,8,0,0,0,0,10,0,2,3,3,7,7,1,4,0,3,2
97,0,3,8,0,0,0,0,10,0,2,3,3,7,7,1,4,0,3,0
98,0,3,8,0,0,0,0,10,0,2,3,3,7,7,1,4,0,2,2
99,0,3,8,0,0,0,0,10,0,2,3,3,7,7,1,4,0,2,0
100,0,3,8,0,0,0,0,10,0,2,3,3,7,7,1,4,1,3,2
101,0,3,8,0,0,0,0,10,0,2,3,3,7,7,1,4,1,3,0
102,0,3,8,0,0,0,0,10,0,2,3,3,7,7,1,4,1,2,2
103,0,3,8,0,0,0,0,10,0,2,3,3,7,7,1,4,1,2,0
104,0,3,8,0,0,0,0,4,0,2,3,3,7,7,1,4,0,3,2
105,0,3,8,0,0,0,0,4,0,2,3,3,7,7,1,4,0,3,0
106,0,3,8,0,0,0,0,4,0,2,3,3,7,7,1,4,0,2,2
107,0,3,8,0,0,0,0,4,0,2,3,3,7,7,1,4,0,2,0
108,0,3,8,0,0,0,0,4,0,2,3,3,7,7,1,4,1,3,2
109,0,3,8,0,0,0,0,4,0,2,3,3,7,7,1,4,1,3,0
110,0,3,8,0,0,0,0,4,0,2,3,3,7,7,1,4,1,2,2
111,0,3,8,0,0,0,0,4,0,2,3,3,7,7,1,4,1,2,0
112,0,3,8,0,0,0,0,0,0,2,3,3,7,7,1,4,0,3,2
113,0,3,8,0,0,0,0,0,0,2,3,3,7,7,1,4,0,3,0
114,0,3,8,0,0,0,0,0,0,2,3,3,7,7,1,4,0,2,2
115,0,3,8,0,0,0,0,0,0,2,3,3,7,7,1,4,0,2,0
116,0,3,8,0,0,0,0,0,0,2,3,3,7,7,1,4,1,3,2
117,0,3,8,0,0,0,0,0,0,2,3,3,7,7,1,4,1,3,0
118,0,3,8,0,0,0,0,0,0,2,3,3,7,7,1,4,1,2,2
119,0,3,8,0,0,0,0,0,0,2,3,3,7,7,1,4,1,2,0
120,0,3,8,0,0,0,0,1,0,2,3,3,7,7,1,4,0,3,2
121,0,3,8,0,0,0,0,1,0,2,3,3,7,7,1,4,0,3,0
122,0,3,8,0,0,0,0,1,0,2,3,3,7,7,1,4,0,2,2
123,0,3,8,0,0,0,0,1,0,2,3,3,7,7,1,4,0,2,0
124,0,3,8,0,0,0,0,1,0,2,3,3,7,7,1,4,1,3,2
125,0,3,8,0,0,0,0,1,0,2,3,3,7,7,1,4,1,3,0
126,0,3,8,0,0,0,0,1,0,2,3,3,7,7,1,4,1,2,2
127,0,3,8,0,0,0,0,1,0,2,3,3,7,7,1,4,1,2,0
128,0,3,8,0,1,0,0,10,0,2,3,3,7,7,1,4,0,3,2
129,0,3,8,0,1,0,0,10,0,2,3,3,7,7,1,4,0,3,0
130,0,3,8,0,1,0,0,10,0,2,3,3,7,7,1,4,0,2,2
131,0,3,8,0,1,0,0,10,0,2,3,3,7,7,1,4,0,2,0
132,0,3,8,0,1,0,0,10,0,2,3,3,7,7,1,4,1,3,2
133,0,3,8,0,1,0,0,10,0,2,3,3,7,7,1,4,1,3,0
134,0,3,8,0,1,0,0,10,0,2,3,3,7,7,1,4,1,2,2
135,0,3,8,0,1,0,0,10,0,2,3,3,7,7,1,4,1,2,0
136,0,3,8,0,1,0,0,4,0,2,3,3,7,7,1,4,0,3,2
137,0,3,8,0,1,0,0,4,0,2,3,3,7,7,1,4,0,3,0
138,0,3,8,0,1,0,0,4,0,2,3,3,7,7,1,4,0,2,2
139,0,3,8,0,1,0,0,4,0,2,3,3,7,7,1,4,0,2,0
140,0,3,8,0,1,0,0,4,0,2,3,3,7,7,1,4,1,3,2
141,0,3,8,0,1,0,0,4,0,2,3,3,7,7,1,4,1,3,0
142,0,3,8,0,1,0,0,4,0,2,3,3,7,7,1,4,1,2,2
143,0,3,8,0,1,0,0,4,0,2,3,3,7,7,1,4,1,2,0
144,0,3,8,0,1,0,0,0,0,2,3,3,7,7,1,4,0,3,2
145,0,3,8,0,1,0,0,0,0,2,3,3,7,7,1,4,0,3,0
146,0,3,8,0,1,0,0,0,0,2,3,3,7,7,1,4,0,2,2
147,0,3,8,0,1,0,0,0,0,2,3,3,7,7,1,4,0,2,0
148,0,3,8,0,1,0,0,0,0,2,3,3,7,7,1,4,1,3,2
149,0,3,8,0,1,0,0,0,0,2,3,3,7,7,1,4,1,3,0
150,0,3,8,0,1,0,0,0,0,2,3,3,7,7,1,4,1,2,2
151,0,3,8,0,1,0,0,0,0,2,3,3,7,7,1,4,1,2,0
152,0,3,8,0,1,0,0,1,0,2,3,3,7,7,1,4,0,3,2
153,0,3,8,0,1,0,0,1,0,2,3,3,7,7,1,4,0,3,0
154,0,3,8,0,1,0,0,1,0,2,3,3,7,7,1,4,0,2,2
155,0,3,8,0,1,0,0,1,0,2,3,3,7,7,1,4,0,2,0
156,0,3,8,0,1,0,0,1,0,2,3,3,7,7,1,4,1,3,2
157,0,3,8,0,1,0,0,1,0,2,3,3,7,7,1,4,1,3,0
158,0,3,8,0,1,0,0,1,0,2,3,3,7,7,1,4,1,2,2
159,0,3,8,0,1,0,0,1,0,2,3,3,7,7,1,4,1,2,0
160,0,3,9,0,0,0,0,10,0,2,3,3,7,7,1,4,0,3,2
161,0,3,9,0,0,0,0,10,0,2,3,3,7,7,1,4,0,3,0
162,0,3,9,0,0,0,0,10,0,2,3,3,7,7,1,4,0,2,2
163,0,3,9,0,0,0,0,10,0,2,3,3,7,7,1,4,0,2,0
164,0,3,9,0,0,0,0,10,0,2,3,3,7,7,1,4,1,3,2
165,0,3,9,0,0,0,0,10,0,2,3,3,7,7,1,4,1,3,0
166,0,3,9,0,0,0,0,10,0,2,3,3,7,7,1,4,1,2,2
167,0,3,9,0,0,0,0,10,0,2,3,3,7,7,1,4,1,2,0
168,0,3,9,0,0,0,0,4,0,2,3,3,7,7,1,4,0,3,2
169,0,3,9,0,0,0,0,4,0,2,3,3,7,7,1,4,0,3,0
170,0,3,9,0,0,0,0,4,0,2,3,3,7,7,1,4,0,2,2
171,0,3,9,0,0,0,0,4,0,2,3,3,7,7,1,4,0,2,0
172,0,3,9,0,0,0,0,4,0,2,3,3,7,7,1,4,1,3,2
173,0,3,9,0,0,0,0,4,0,2,3,3,7,7,1,4,1,3,0
174,0,3,9,0,0,0,0,4,0,2,3,3,7,7,1,4,1,2,2
175,0,3,9,0,0,0,0,4,0,2,3,3,7,7,1,4,1,2,0
176,0,3,9,0,0,0,0,0,0,2,3,3,7,7,1,4,0,3,2
177,0,3,9,0,0,0,0,0,0,2,3,3,7,7,1,4,0,3,0
178,0,3,9,0,0,0,0,0,0,2,3,3,7,7,1,4,0,2,2
179,0,3,9,0,0,0,0,0,0,2,3,3,7,7,1,4,0,2,0
180,0,3,9,0,0,0,0,0,0,2,3,3,7,7,1,4,1,3,2
181,0,3,9,0,0,0,0,0,0,2,3,3,7,7,1,4,1,3,0
182,0,3,9,0,0,0,0,0,0,2,3,3,7,7,1,4,1,2,2
183,0,3,9,0,0,0,0,0,0,2,3,3,7,7,1,4,1,2,0
184,0,3,9,0,0,0,0,1,0,2,3,3,7,7,1,4,0,3,2
185,0,3,9,0,0,0,0,1,0,2,3,3,7,7,1,4,0,3,0
186,0,3,9,0,0,0,0,1,0,2,3,3,7,7,1,4,0,2,2
187,0,3,9,0,0,0,0,1,0,2,3,3,7,7,1,4,0,2,0
188,0,3,9,0,0,0,0,1,0,2,3,3,7,7,1,4,1,3,2
189,0,3,9,0,0,0,0,1,0,2,3,3,7,7,1,4,1,3,0
190,0,3,9,0,0,0,0,1,0,2,3,3,7,7,1,4,1,2,2
191,0,3,9,0,0,0,0,1,0,2,3,3,7,7,1,4,1,2,0
192,0,3,9,0,1,0,0,10,0,2,3,3,7,7,1,4,0,3,2
193,0,3,9,0,1,0,0,10,0,2,3,3,7,7,1,4,0,3,0
194,0,3,9,0,1,0,0,10,0,2,3,3,7,7,1,4,0,2,2
195,0,3,9,0,1,0,0,10,0,2,3,3,7,7,1,4,0,2,0
196,0,3,9,0,1,0,0,10,0,2,3,3,7,7,1,4,1,3,2
197,0,3,9,0,1,0,0,10,0,2,3,3,7,7,1,4,1,3,0
198,0,3,9,0,1,0,0,10,0,2,3,3,7,7,1,4,1,2,2
199,0,3,9,0,1,0,0,10,0,2,3,3,7,7,1,4,1,2,0
200,0,3,9,0,1,0,0,4,0,2,3,3,7,7,1,4,0,3,2
201,0,3,9,0,1,0,0,4,0,2,3,3,7,7,1,4,0,3,0
202,0,3,9,0,1,0,0,4,0,2,3,3,7,7,1,4,0,2,2
203,0,3,9,0,1,0,0,4,0,2,3,3,7,7,1,4,0,2,0
204,0,3,9,0,1,0,0,4,0,2,3,3,7,7,1,4,1,3,2
205,0,3,9,0,1,0,0,4,0,2,3,3,7,7,1,4,1,3,0
206,0,3,9,0,1,0,0,4,0,2,3,3,7,7,1,4,1,2,2
207,0,3,9,0,1,0,0,4,0,2,3,3,7,7,1,4,1,2,0
208,0,3,9,0,1,0,0,0,0,2,3,3,7,7,1,4,0,3,2
209,0,3,9,0,1,0,0,0,0,2,3,3,7,7,1,4,0,3,0
210,0,3,9,0,1,0,0,0,0,2,3,3,7,7,1,4,0,2,2
211,0,3,9,0,1,0,0,0,0,2,3,3,7,7,1,4,0,2,0
212,0,3,9,0,1,0,0,0,0,2,3,3,7,7,1,4,1,3,2
213,0,3,9,0,1,0,0,0,0,2,3,3,7,7,1,4,1,3,0
214,0,3,9,0,1,0,0,0,0,2,3,3,7,7,1,4,1,2,2
215,0,3,9,0,1,0,0,0,0,2,3,3,7,7,1,4,1,2,0
216,0,3,9,0,1,0,0,1,0,2,3,3,7,7,1,4,0,3,2
217,0,3,9,0,1,0,0,1,0,2,3,3,7,7,1,4,0,3,0
218,0,3,9,0,1,0,0,1,0,2,3,3,7,7,1,4,0,2,2
219,0,3,9,0,1,0,0,1,0,2,3,3,7,7,1,4,0,2,0
220,0,3,9,0,1,0,0,1,0,2,3,3,7,7,1,4,1,3,2
221,0,3,9,0,1,0,0,1,0,2,3,3,7,7,1,4,1,3,0
222,0,3,9,0,1,0,0,1,0,2,3,3,7,7,1,4,1,2,2
223,0,3,9,0,1,0,0,1,0,2,3,3,7,7,1,4,1,2,0
224,0,2,8,0,0,0,0,10,0,2,3,3,7,7,1,4,0,3,2
225,0,2,8,0,0,0,0,10,0,2,3,3,7,7,1,4,0,3,0
226,0,2,8,0,0,0,0,10,0,2,3,3,7,7,1,4,0,2,2
227,0,2,8,0,0,0,0,10,0,2,3,3,7,7,1,4,0,2,0
228,0,2,8,0,0,0,0,10,0,2,3,3,7,7,1,4,1,3,2
229,0,2,8,0,0,0,0,10,0,2,3,3,7,7,1,4,1,3,0
230,0,2,8,0,0,0,0,10,0,2,3,3,7,7,1,4,1,2,2
231,0,2,8,0,0,0,0,10,0,2,3,3,7,7,1,4,1,2,0
232,0,2,8,0,0,0,0,4,0,2,3,3,7,7,1,4,0,3,2
233,0,2,8,0,0,0,0,4,0,2,3,3,7,7,1,4,0,3,0
234,0,2,8,0,0,0,0,4,0,2,3,3,7,7,1,4,0,2,2
235,0,2,8,0,0,0,0,4,0,2,3,3,7,7,1,4,0,2,0
236,0,2,8,0,0,0,0,4,0,2,3,3,7,7,1,4,1,3,2
237,0,2,8,0,0,0,0,4,0,2,3,3,7,7,1,4,1,3,0
238,0,2,8,0,0,0,0,4,0,2,3,3,7,7,1,4,1,2,2
239,0,2,8,0,0,0,0,4,0,2,3,3,7,7,1,4,1,2,0
240,0,2,8,0,0,0,0,0,0,2,3,3,7,7,1,4,0,3,2
241,0,2,8,0,0,0,0,0,0,2,3,3,7,7,1,4,0,3,0
242,0,2,8,0,0,0,0,0,0,2,3,3,7,7,1,4,0,2,2
243,0,2,8,0,0,0,0,0,0,2,3,3,7,7,1,4,0,2,0
244,0,2,8,0,0,0,0,0,0,2,3,3,7,7,1,4,1,3,2
245,0,2,8,0,0,0,0,0,0,2,3,3,7,7,1,4,1,3,0
246,0,2,8,0,0,0,0,0,0,2,3,3,7,7,1,4,1,2,2
247,0,2,8,0,0,0,0,0,0,2,3,3,7,7,1,4,1,2,0
248,0,2,8,0,0,0,0,1,0,2,3,3,7,7,1,4,0,3,2
249,0,2,8,0,0,0,0,1,0,2,3,3,7,7,1,4,0,3,0
250,0,2,8,0,0,0,0,1,0,2,3,3,7,7,1,4,0,2,2
251,0,2,8,0,0,0,0,1,0,2,3,3,7,7,1,4,0,2,0
252,0,2,8,0,0,0,0,1,0,2,3,3,7,7,1,4,1,3,2
253,0,2,8,0,0,0,0,1,0,2,3,3,7,7,1,4,1,3,0
254,0,2,8,0,0,0,0,1,0,2,3,3,7,7,1,4,1,2,2
255,0,2,8,0,0,0,0,1,0,2,3,3,7,7,1,4,1,2,0
256,0,2,8,0,1,0,0,10,0,2,3,3,7,7,1,4,0,3,2
257,0,2,8,0,1,0,0,10,0,2,3,3,7,7,1,4,0,3,0
258,0,2,8,0,1,0,0,10,0,2,3,3,7,7,1,4,0,2,2
259,0,2,8,0,1,0,0,10,0,2,3,3,7,7,1,4,0,2,0
260,0,2,8,0,1,0,0,10,0,2,3,3,7,7,1,4,1,3,2
261,0,2,8,0,1,0,0,10,0,2,3,3,7,7,1,4,1,3,0
262,0,2,8,0,1,0,0,10,0,2,3,3,7,7,1,4,1,2,2
263,0,2,8,0,1,0,0,10,0,2,3,3,7,7,1,4,1,2,0
264,0,2,8,0,1,0,0,4,0,2,3,3,7,7,1,4,0,3,2
265,0,2,8,0,1,0,0,4,0,2,3,3,7,7,1,4,0,3,0
266,0,2,8,0,1,0,0,4,0,2,3,3,7,7,1,4,0,2,2
267,0,2,8,0,1,0,0,4,0,2,3,3,7,7,1,4,0,2,0
268,0,2,8,0,1,0,0,4,0,2,3,3,7,7,1,4,1,3,2
269,0,2,8,0,1,0,0,4,0,2,3,3,7,7,1,4,1,3,0
270,0,2,8,0,1,0,0,4,0,2,3,3,7,7,1,4,1,2,2
271,0,2,8,0,1,0,0,4,0,2,3,3,7,7,1,4,1,2,0
272,0,2,8,0,1,0,0,0,0,2,3,3,7,7,1,4,0,3,2
273,0,2,8,0,1,0,0,0,0,2,3,3,7,7,1,4,0,3,0
274,0,2,8,0,1,0,0,0,0,2,3,3,7,7,1,4,0,2,2
275,0,2,8,0,1,0,0,0,0,2,3,3,7,7,1,4,0,2,0
276,0,2,8,0,1,0,0,0,0,2,3,3,7,7,1,4,1,3,2
277,0,2,8,0,1,0,0,0,0,2,3,3,7,7,1,4,1,3,0
278,0,2,8,0,1,0,0,0,0,2,3,3,7,7,1,4,1,2,2
279,0,2,8,0,1,0,0,0,0,2,3,3,7,7,1,4,1,2,0
280,0,2,8,0,1,0,0,1,0,2,3,3,7,7,1,4,0,3,2
281,0,2,8,0,1,0,0,1,0,2,3,3,7,7,1,4,0,3,0
282,0,2,8,0,1,0,0,1,0,2,3,3,7,7,1,4,0,2,2
283,0,2,8,0,1,0,0,1,0,2,3,3,7,7,1,4,0,2,0
284,0,2,8,0,1,0,0,1,0,2,3,3,7,7,1,4,1,3,2
285,0,2,8,0,1,0,0,1,0,2,3,3,7,7,1,4,1,3,0
286,0,2,8,0,1,0,0,1,0,2,3,3,7,7,1,4,1,2,2
287,0,2,8,0,1,0,0,1,0,2,3,3,7,7,1,4,1,2,0
288,0,2,9,0,0,0,0,10,0,2,3,3,7,7,1,4,0,3,2
289,0,2,9,0,0,0,0,10,0,2,3,3,7,7,1,4,0,3,0
290,0,2,9,0,0,0,0,10,0,2,3,3,7,7,1,4,0,2,2
291,0,2,9,0,0,0,0,10,0,2,3,3,7,7,1,4,0,2,0
292,0,2,9,0,0,0,0,10,0,2,3,3,7,7,1,4,1,3,2
293,0,2,9,0,0,0,0,10,0,2,3,3,7,7,1,4,1,3,0
294,0,2,9,0,0,0,0,10,0,2,3,3,7,7,1,4,1,2,2
295,0,2,9,0,0,0,0,10,0,2,3,3,7,7,1,4,1,2,0
296,0,2,9,0,0,0,0,4,0,2,3,3,7,7,1,4,0,3,2
297,0,2,9,0,0,0,0,4,0,2,3,3,7,7,1,4,0,3,0
298,0,2,9,0,0,0,0,4,0,2,3,3,7,7,1,4,0,2,2
299,0,2,9,0,0,0,0,4,0,2,3,3,7,7,1,4,0,2,0
300,0,2,9,0,0,0,0,4,0,2,3,3,7,7,1,4,1,3,2
301,0,2,9,0,0,0,0,4,0,2,3,3,7,7,1,4,1,3,0
302,0,2,9,0,0,0,0,4,0,2,3,3,7,7,1,4,1,2,2
303,0,2,9,0,0,0,0,4,0,2,3,3,7,7,1,4,1,2,0
304,0,2,9,0,0,0,0,0,0,2,3,3,7,7,1,4,0,3,2
305,0,2,9,0,0,0,0,0,0,2,3,3,7,7,1,4,0,3,0
306,0,2,9,0,0,0,0,0,0,2,3,3,7,7,1,4,0,2,2
307,0,2,9,0,0,0,0,0,0,2,3,3,7,7,1,4,0,2,0
308,0,2,9,0,0,0,0,0,0,2,3,3,7,7,1,4,1,3,2
309,0,2,9,0,0,0,0,0,0,2,3,3,7,7,1,4,1,3,0
310,0,2,9,0,0,0,0,0,0,2,3,3,7,7,1,4,1,2,2
311,0,2,9,0,0,0,0,0,0,2,3,3,7,7,1,4,1,2,0
312,0,2,9,0,0,0,0,1,0,2,3,3,7,7,1,4,0,3,2
313,0,2,9,0,0,0,0,1,0,2,3,3,7,7,1,4,0,3,0
314,0,2,9,0,0,0,0,1,0,2,3,3,7,7,1,4,0,2,2
315,0,2,9,0,0,0,0,1,0,2,3,3,7,7,1,4,0,2,0
316,0,2,9,0,0,0,0,1,0,2,3,3,7,7,1,4,1,3,2
317,0,2,9,0,0,0,0,1,0,2,3,3,7,7,1,4,1,3,0
318,0,2,9,0,0,0,0,1,0,2,3,3,7,7,1,4,1,2,2
319,0,2,9,0,0,0,0,1,0,2,3,3,7,7,1,4,1,2,0
320,0,2,9,0,1,0,0,10,0,2,3,3,7,7,1,4,0,3,2
321,0,2,9,0,1,0,0,10,0,2,3,3,7,7,1,4,0,3,0
322,0,2,9,0,1,0,0,10,0,2,3,3,7,7,1,4,0,2,2
323,0,2,9,0,1,0,0,10,0,2,3,3,7,7,1,4,0,2,0
324,0,2,9,0,1,0,0,10,0,2,3,3,7,7,1,4,1,3,2
325,0,2,9,0,1,0,0,10,0,2,3,3,7,7,1,4,1,3,0
326,0,2,9,0,1,0,0,10,0,2,3,3,7,7,1,4,1,2,2
327,0,2,9,0,1,0,0,10,0,2,3,3,7,7,1,4,1,2,0
328,0,2,9,0,1,0,0,4,0,2,3,3,7,7,1,4,0,3,2
329,0,2,9,0,1,0,0,4,0,2,3,3,7,7,1,4,0,3,0
330,0,2,9,0,1,0,0,4,0,2,3,3,7,7,1,4,0,2,2
331,0,2,9,0,1,0,0,4,0,2,3,3,7,7,1,4,0,2,0
332,0,2,9,0,1,0,0,4,0,2,3,3,7,7,1,4,1,3,2
333,0,2,9,0,1,0,0,4,0,2,3,3,7,7,1,4,1,3,0
334,0,2,9,0,1,0,0,4,0,2,3,3,7,7,1,4,1,2,2
335,0,2,9,0,1,0,0,4,0,2,3,3,7,7,1,4,1,2,0
336,0,2,9,0,1,0,0,0,0,2,3,3,7,7,1,4,0,3,2
337,0,2,9,0,1,0,0,0,0,2,3,3,7,7,1,4,0,3,0
338,0,2,9,0,1,0,0,0,0,2,3,3,7,7,1,4,0,2,2
339,0,2,9,0,1,0,0,0,0,2,3,3,7,7,1,4,0,2,0
340,0,2,9,0,1,0,0,0,0,2,3,3,7,7,1,4,1,3,2
341,0,2,9,0,1,0,0,0,0,2,3,3,7,7,1,4,1,3,0
342,0,2,9,0,1,0,0,0,0,2,3,3,7,7,1,4,1,2,2
